system,group,symbol,f_vector,status,our_menu_type_ids,our_P2_type_ids,our_menu_c_over_a,his_row_count,his_b_ratios,his_points,his_block,readonly_180_stored_ids
hexagonal,179,P6_522,"(60,90,32)",c_his_not_ours_P2_reproduced,,0f1b125c3e091c75,,1,797/1000,"(34/125,-14/125,17/375)",178_179,
hexagonal,179,P6_522,"(62,93,33)",c_his_not_ours_P2_reproduced,,e82682005af325dc,,1,103/125,"(57/250,-51/250,7/750)",178_179,
hexagonal,179,P6_522,"(64,96,34)",c_his_not_ours_P2_reproduced,,e6afa68429fe25b0,,1,163/200,"(32/125,-19/125,43/1500)",178_179,
hexagonal,180,P6_222,"(6,9,5)",b_ours_not_his,a1053191a6317676,,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,0,,,,
hexagonal,180,P6_222,"(9,14,7)",c_his_not_ours_P2_reproduced,,09db8da0e3d736f9,,1,3497/1000,"(62/125,0,0)",180_181,
hexagonal,180,P6_222,"(9,15,8)",c_his_not_ours_P2_reproduced,,ed5ed6f70742f3bd,,1,3497/1000,"(62/125,62/125,0)",180_181,
hexagonal,180,P6_222,"(9,16,9)",b_ours_not_his,fa9c370d30741970,,3/2,0,,,,
hexagonal,180,P6_222,"(11,17,8)",c_his_not_ours_P2_reproduced,,106d395ff6b33d4d,,1,797/1000,"(62/125,0,0)",180_181,
hexagonal,180,P6_222,"(11,18,9)",c_his_not_ours_P2_reproduced,,422e1ee85f61c7b6,,1,797/1000,"(107/250,107/250,0)",180_181,
hexagonal,180,P6_222,"(11,19,10)",c_his_not_ours_P2_reproduced,,5dffaabbbc16f03e,,1,4/5,"(12/25,-12/25,23/300)",180_181,
hexagonal,180,P6_222,"(11,20,11)",b_ours_not_his,457c20cf036ae496,,3/2,0,,,,
hexagonal,180,P6_222,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",180_181,
hexagonal,180,P6_222,"(12,19,9)",b_ours_not_his,03b5c7cc17c5e015;8f6b3652ccfef570,,97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,0,,,,
hexagonal,180,P6_222,"(12,23,13)",b_ours_not_his,ac1d4522145eba72,,3/4,0,,,,
hexagonal,180,P6_222,"(13,22,11)",a_ours_in_his,54909494e08efe19;f1e0d6a24a06b752,54909494e08efe19,21/16;11/8;3/2;97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,-1/125,0)",180_181,
hexagonal,180,P6_222,"(14,22,10)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(83/250,1/250,83/1500)",180_181,7dd584f7924de471
hexagonal,180,P6_222,"(14,23,11)",c_his_not_ours_P2_reproduced,,45cb5c5233427d61,,1,1/2,"(123/250,119/250,17/750)",180_181,
hexagonal,180,P6_222,"(15,23,10)",c_his_not_ours_P2_reproduced,,40d6eaf8ed9f4dbd,,1,3497/1000,"(62/125,-62/125,1/12)",180_181,
hexagonal,180,P6_222,"(15,26,13)",c_his_not_ours_P2_reproduced,,3a6586865a039233,,1,4/5,"(93/250,-93/250,1/30)",180_181,
hexagonal,180,P6_222,"(15,27,14)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,4/5,"(47/125,0,1/60)",180_181,6b03d68d8d6171af
hexagonal,180,P6_222,"(16,25,11)",c_his_not_ours_P2_reproduced,,28f754a17236ade8,,1,3497/1000,"(62/125,61/125,31/375)",180_181,
hexagonal,180,P6_222,"(16,26,12)",a_ours_in_his,0cea04a8f66814e0;dc51033babc85fc2,dc51033babc85fc2,1/2;527/1000;2777/4000;3/4;797/1000;4/5;7/8;1;5/4;41/32;83/64;11/8;23/16;47/32;95/64,1,797/1000,"(23/50,-3/10,0)",180_181,
hexagonal,180,P6_222,"(16,27,13)",a_ours_in_his,4dc56d72019ce2e1;683431bb18c151a5,683431bb18c151a5,1/2;527/1000;1277/2000;5331/8000;2177/3200;3/4,1,797/1000,"(44/125,-43/125,0)",180_181,
hexagonal,180,P6_222,"(17,29,14)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,7/2,"(38/125,38/125,3/125)",180_181,7576968c4324ffe3
hexagonal,180,P6_222,"(18,27,11)",b_ours_not_his,3781e6ffb4480fca,,111/64;7/4;2;17/8;9/4;5/2;11/4;3;193/64;97/32;49/16;25/8;13/4;3497/1000;7/2,0,,,,
hexagonal,180,P6_222,"(18,29,13)",a_ours_in_his,bb3eeb50e1c37ee6,bb3eeb50e1c37ee6,59/64;15/16;1;19/16;5/4;11/8;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(83/250,-1/250,0)",180_181,
hexagonal,180,P6_222,"(18,30,14)",a_ours_in_his,4db369a636f4396b;9bf0299ebc6762cc,d3f7f7667d5b1026,3/4;3/2;3,1,797/1000,"(49/125,-49/125,1/12)",180_181,
hexagonal,180,P6_222,"(18,31,15)",a_ours_in_his,75ed0d99a1ca0d26,75ed0d99a1ca0d26,1/2;527/1000;1277/2000;2777/4000;5777/8000;11777/16000;3/4;7/8;29/32,1,797/1000,"(71/250,-37/250,0)",180_181,
hexagonal,180,P6_222,"(19,30,13)",c_his_not_ours_P2_reproduced,,92965ea970aa430a,,1,797/1000,"(62/125,-1/125,0)",180_181,
hexagonal,180,P6_222,"(19,31,14)",c_his_not_ours_P2_reproduced,,a5350e795ad47e82,,1,3497/1000,"(62/125,12/25,0)",180_181,
hexagonal,180,P6_222,"(20,31,13)",b_ours_not_his,6a892fdc51b24155,,12047/16000;6047/8000;3047/4000;1547/2000;797/1000;4/5;7/8;1;5/4;11/8;23/16;47/32;95/64,0,,,,
hexagonal,180,P6_222,"(20,32,14)",a_ours_in_his,c23407c24f02fc46,,1/2;527/1000;3/4;797/1000;4/5;7/8;1;9/8;19/16;39/32;5/4;21/16;85/64,1,3497/1000,"(123/250,123/250,1/1500)",180_181,9525899c411056fa
hexagonal,180,P6_222,"(20,33,15)",a_ours_in_his,5ecea070beaf2efa,,3/4,1,3497/1000,"(62/125,0,11/375)",180_181,6e1c279805390881
hexagonal,180,P6_222,"(21,33,14)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(109/250,-77/250,109/1500)",180_181,ef777e629db11061
hexagonal,180,P6_222,"(21,34,15)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(4/25,4/25,2/75)",180_181,52f9e465a88e02ac
hexagonal,180,P6_222,"(22,34,14)",a_ours_in_his,8e6a80eb6f0f31a9;c57d8f62f90c0cf0,8e6a80eb6f0f31a9,39/64;5/8;3/4;533/640;67/80;7/8;127/128;1;9/8;39/32;5/4;21/16;11/8;91/64;23/16;93/64;47/32;95/64;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,-62/125,0)",180_181,
hexagonal,180,P6_222,"(22,35,15)",a_ours_in_his,257b627a90b78038;4a6f33270c17ba66;df40917011e94d04,4a6f33270c17ba66,1731/3200;4439/8000;2331/4000;1277/2000;3/4;12047/16000;6047/8000;3047/4000;49/64;1547/2000;25/32;797/1000;4/5;13/16;7/8;29/32;117/128;59/64;15/16;1;17/16;9/8;73/64;37/32;75/64;19/16;79/64;5/4;21/16;43/32;87/64;11/8;3/2;13/8;27/16;55/32;7/4;2;33/16;67/32;135/64;9/4;5/2;11/4;23/8;47/16;95/32;191/64;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,61/125,0)",180_181,
hexagonal,180,P6_222,"(23,36,15)",a_ours_in_his,4b3b208f06666863,,3/4,1,3497/1000,"(62/125,-61/125,1/1500)",180_181,0356e39f6df73395
hexagonal,180,P6_222,"(24,36,14)",b_ours_not_his,e948828e76447bbb,,97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;193/64;97/32;49/16;25/8;13/4;27729/8000;3497/1000;7/2,0,,,,
hexagonal,180,P6_222,"(24,37,15)",c_his_not_ours_P2_reproduced,,5e6e440551f01448,,1,797/1000,"(62/125,4/125,0)",180_181,
hexagonal,180,P6_222,"(24,38,16)",a_ours_in_his,96db1db2ceed20c0,96db1db2ceed20c0,1/2;527/1000;2331/4000;977/1600;5/8;1277/2000;21/32;43/64;2777/4000;5777/8000;11777/16000;3/4;25/32;51/64;797/1000;4/5;67/80;137/160;277/320;7/8;29/32;117/128;15/16;61/64;123/128;1,1,797/1000,"(89/250,-89/250,0)",180_181,
hexagonal,180,P6_222,"(25,39,16)",a_ours_in_his,ce4b84e9cad35f0a,,3,1,7/2,"(34/125,-3/125,4/375)",180_181,ea936ae21d441585
hexagonal,180,P6_222,"(26,39,15)",a_ours_in_his,59f890334e777569,,1/2;527/1000;4439/8000;9101/16000;5/8;1277/2000;5331/8000;2177/3200;2777/4000;5777/8000;11777/16000;3/4;49/64,1,797/1000,"(79/250,-3/250,79/1500)",180_181,59f890334e777569
hexagonal,180,P6_222,"(26,40,16)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(1/2,121/250,1/1500)",180_181,8430e7743b5ddeed
hexagonal,180,P6_222,"(27,42,17)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,7/2,"(21/50,-33/250,3/125)",180_181,ed4d1cdf15633bb1
hexagonal,180,P6_222,"(28,42,16)",a_ours_in_his,1a36f90bbc759307;2a139a0af47705e5;5a0120ccceb4ecc4,,1/2;527/1000;1731/3200;4439/8000;9/16;2331/4000;19/32;9993/16000;1277/2000;11/16;3/4;12047/16000;6047/8000;3047/4000;49/64;1547/2000;25/32;797/1000;4/5;13/16;131/160;53/64;557/640;7/8;59/64;15/16;31/32;63/64;1;65/64;33/32;67/64;17/16;35/32;71/64;9/8;19/16;77/64;5/4;41/32;83/64;21/16;43/32;87/64;11/8;45/32;23/16;47/32;95/64;3/2;13/8;27/16;55/32;7/4;2;33/16;67/32;135/64,1,3497/1000,"(1/2,-1/50,1/25)",180_181,2a139a0af47705e5
hexagonal,180,P6_222,"(29,44,17)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,1037/1000,"(46/125,26/125,1/15)",180_181,548f98c25d7dd1e0
hexagonal,180,P6_222,"(29,45,18)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,4/5,"(62/125,48/125,1/60)",180_181,99ef4fc6720ffa5d
hexagonal,180,P6_222,"(30,45,17)",a_ours_in_his,303d3c41bbb6461d;56b1d49a0766cc47;5c6382a9ef3bc209,,1/2;2331/4000;5/8;1277/2000;41/64;21/32;11/16;2777/4000;23/32;47/64;3/4;12047/16000;6047/8000;3047/4000;1547/2000;25/32;797/1000;4/5;13/16;7/8;29/32;117/128;1;33/32;67/64;9/8;37/32;75/64;5/4;41/32;83/64;111/64;7/4;2;9/4;5/2;11/4;23/8;47/16;95/32;191/64,1,3497/1000,"(51/250,27/250,17/500)",180_181,56b1d49a0766cc47
hexagonal,180,P6_222,"(31,47,18)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,239/250,"(44/125,19/125,2/25)",180_181,c9def3cd6baea0bf
hexagonal,180,P6_222,"(31,48,19)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,7/2,"(12/25,6/125,3/125)",180_181,b7ef0f94aba2ed89
hexagonal,180,P6_222,"(32,48,18)",a_ours_in_his,e0bf1a48f096c10d;e5760549017956be;f14a8c4e7c5b3e3a,73eebfae87099611,115/128;29/32;15/16;1;33/32;67/64;17/16;9/8;5/4;11/8;23/16;47/32;95/64;13/8;7/4;2;17/8;9/4;5/2;11/4;23/8;47/16;95/32;191/64;3;193/64;97/32;49/16;25/8;13/4;6747/2000;13741/4000;55211/16000;3497/1000;7/2,1,3497/1000,"(62/125,1/125,31/375)",180_181,
hexagonal,180,P6_222,"(33,50,19)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(91/250,69/250,1/12)",180_181,d576e34a75c5486d
hexagonal,180,P6_222,"(33,51,20)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,7/2,"(38/125,16/125,2/125)",180_181,d3cab063f07b542b
hexagonal,180,P6_222,"(34,51,19)",a_ours_in_his,1f08da5f6863d52a;364e84ece2d20d22;7311ebf1145936e7,,41/64;21/32;11/16;23/32;47/64;797/1000;4/5;7/8;57/64;59/64;15/16;1;33/32;67/64;17/16;9/8;19/16;5/4;41/32;83/64,1,3497/1000,"(51/250,29/250,17/500)",180_181,67d482ba9032f1f3
hexagonal,180,P6_222,"(34,53,21)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,4/5,"(38/125,-17/125,1/20)",180_181,84921e8510cd5928
hexagonal,180,P6_222,"(35,53,20)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(17/50,3/50,1/30)",180_181,d7205a2af75f3a5d
hexagonal,180,P6_222,"(35,54,21)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(89/250,41/250,1/12)",180_181,3376116a2ea4e253
hexagonal,180,P6_222,"(36,54,20)",a_ours_in_his,261f28c9d7f6135a;8126183cde7ea2f3,,73/64;37/32;19/16;5/4;3/2;97/64;25/16;51/32,1,3497/1000,"(51/250,33/250,17/500)",180_181,3b621bdbd8e8299d
hexagonal,180,P6_222,"(37,56,21)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(17/50,13/50,1/20)",180_181,e9f44af869caa1b9
hexagonal,180,P6_222,"(37,57,22)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(52/125,49/125,1/12)",180_181,8bd6a83d55f18ed6
hexagonal,180,P6_222,"(38,57,21)",a_ours_in_his,54ec9db30372ac68,,9993/16000;1277/2000;3/4;1547/2000;3141/4000;6329/8000;2541/3200,1,3497/1000,"(11/125,-2/125,11/750)",180_181,29d339694a25bff4
hexagonal,180,P6_222,"(39,59,22)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(91/250,73/250,1/150)",180_181,70de5928430e4dfa
hexagonal,180,P6_222,"(39,60,23)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(2/5,9/25,1/15)",180_181,93562a81bb92cc58
hexagonal,180,P6_222,"(40,60,22)",a_ours_in_his,dd68dc31f1bba1af,,49/32;99/64,1,3497/1000,"(51/250,31/250,17/500)",180_181,64fc858ce31f237e
hexagonal,180,P6_222,"(41,62,23)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(37/125,-18/125,1/30)",180_181,d5a14515db2d8250
hexagonal,180,P6_222,"(41,63,24)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,7/2,"(38/125,31/125,4/375)",180_181,c4ec28114da0d78d
hexagonal,180,P6_222,"(42,63,23)",a_ours_in_his,3d920f206ca7a132,,1/2;527/1000;2331/4000,1,3497/1000,"(19/50,-37/250,29/1500)",180_181,48f3d1fe4be770c7
hexagonal,180,P6_222,"(43,65,24)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,5/4,"(87/250,33/250,1/30)",180_181,f0839c8e1fb11aaf
hexagonal,180,P6_222,"(43,66,25)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(9/25,8/25,1/12)",180_181,e0211b03b98be76b
hexagonal,180,P6_222,"(44,66,24)",a_ours_in_his,b24fc960c48a9c3c,,9547/16000;977/1600,1,3497/1000,"(11/25,49/125,1/1500)",180_181,ab408b51ce561d60
hexagonal,180,P6_222,"(45,68,25)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,797/1000,"(49/125,44/125,1/15)",180_181,cf1c666e448aec63
hexagonal,180,P6_222,"(45,69,26)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,2,"(33/125,6/25,9/125)",180_181,5cc36d137c7f7ea3
hexagonal,180,P6_222,"(46,69,25)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(99/250,63/250,1/1500)",180_181,0354bcf48e5bebdd
hexagonal,180,P6_222,"(47,71,26)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,1289/1000,"(37/125,-28/125,1/15)",180_181,ebc3cb62fc458909
hexagonal,180,P6_222,"(48,72,26)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(47/125,19/125,1/750)",180_181,66fff2600d007e47
hexagonal,180,P6_222,"(50,75,27)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(51/125,31/125,1/1500)",180_181,997f6bb57a677b06
hexagonal,180,P6_222,"(52,78,28)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(9/25,17/125,1/300)",180_181,06add8f1c3ab58b2
hexagonal,180,P6_222,"(54,81,29)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,3497/1000,"(87/250,23/250,1/500)",180_181,fd698eb31be754ab
hexagonal,180,P6_222,"(56,84,30)",c_his_not_ours_readonly_reproduced_cell_stored,,,,1,607/500,"(34/125,-31/125,67/1500)",180_181,37a9ed6e464c98df
hexagonal,181,P6_422,"(6,9,5)",b_ours_not_his,a1053191a6317676,,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,0,,,,
hexagonal,181,P6_422,"(9,14,7)",c_his_not_ours_P2_reproduced,,09db8da0e3d736f9,,1,3497/1000,"(62/125,0,0)",180_181,
hexagonal,181,P6_422,"(9,15,8)",c_his_not_ours_P2_reproduced,,ed5ed6f70742f3bd,,1,3497/1000,"(62/125,62/125,0)",180_181,
hexagonal,181,P6_422,"(9,16,9)",b_ours_not_his,fa9c370d30741970,,3/2,0,,,,
hexagonal,181,P6_422,"(11,17,8)",c_his_not_ours_P2_reproduced,,106d395ff6b33d4d,,1,797/1000,"(62/125,0,0)",180_181,
hexagonal,181,P6_422,"(11,18,9)",c_his_not_ours_P2_reproduced,,422e1ee85f61c7b6,,1,797/1000,"(107/250,107/250,0)",180_181,
hexagonal,181,P6_422,"(11,19,10)",c_his_not_ours_P2_reproduced,,5dffaabbbc16f03e,,1,4/5,"(12/25,-12/25,23/300)",180_181,
hexagonal,181,P6_422,"(11,20,11)",b_ours_not_his,457c20cf036ae496,,3/2,0,,,,
hexagonal,181,P6_422,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",180_181,
hexagonal,181,P6_422,"(12,19,9)",b_ours_not_his,03b5c7cc17c5e015;8f6b3652ccfef570,,97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,0,,,,
hexagonal,181,P6_422,"(12,23,13)",b_ours_not_his,ac1d4522145eba72,,3/4,0,,,,
hexagonal,181,P6_422,"(13,22,11)",a_ours_in_his,54909494e08efe19;f1e0d6a24a06b752,54909494e08efe19,31/32;1;5/4;3/2;97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,-1/125,0)",180_181,
hexagonal,181,P6_422,"(14,22,10)",c_his_not_ours_P2_reproduced,,7dd584f7924de471,,1,3497/1000,"(83/250,1/250,83/1500)",180_181,
hexagonal,181,P6_422,"(14,23,11)",c_his_not_ours_P2_reproduced,,45cb5c5233427d61,,1,1/2,"(123/250,119/250,17/750)",180_181,
hexagonal,181,P6_422,"(15,23,10)",c_his_not_ours_P2_reproduced,,40d6eaf8ed9f4dbd,,1,3497/1000,"(62/125,-62/125,1/12)",180_181,
hexagonal,181,P6_422,"(15,26,13)",c_his_not_ours_P2_reproduced,,3a6586865a039233,,1,4/5,"(93/250,-93/250,1/30)",180_181,
hexagonal,181,P6_422,"(15,27,14)",c_his_not_ours_P2_reproduced,,6b03d68d8d6171af,,1,4/5,"(47/125,0,1/60)",180_181,
hexagonal,181,P6_422,"(16,25,11)",c_his_not_ours_P2_reproduced,,28f754a17236ade8,,1,3497/1000,"(62/125,61/125,31/375)",180_181,
hexagonal,181,P6_422,"(16,26,12)",a_ours_in_his,0cea04a8f66814e0,dc51033babc85fc2,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;11/8;23/16;47/32;95/64,1,797/1000,"(23/50,-3/10,0)",180_181,
hexagonal,181,P6_422,"(16,27,13)",a_ours_in_his,4dc56d72019ce2e1,683431bb18c151a5,3/4,1,797/1000,"(44/125,-43/125,0)",180_181,
hexagonal,181,P6_422,"(17,29,14)",c_his_not_ours_P2_reproduced,,7576968c4324ffe3,,1,7/2,"(38/125,38/125,3/125)",180_181,
hexagonal,181,P6_422,"(18,27,11)",b_ours_not_his,3781e6ffb4480fca,,111/64;7/4;2;17/8;9/4;5/2;11/4;3;193/64;97/32;49/16;25/8;13/4;3497/1000;7/2,0,,,,
hexagonal,181,P6_422,"(18,29,13)",a_ours_in_his,bb3eeb50e1c37ee6,bb3eeb50e1c37ee6,59/64;15/16;1;19/16;5/4;11/8;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(83/250,-1/250,0)",180_181,
hexagonal,181,P6_422,"(18,30,14)",a_ours_in_his,4db369a636f4396b;9bf0299ebc6762cc,d3f7f7667d5b1026,3/4;3/2;3,1,797/1000,"(49/125,-49/125,1/12)",180_181,
hexagonal,181,P6_422,"(18,31,15)",a_ours_in_his,75ed0d99a1ca0d26,75ed0d99a1ca0d26,1/2;527/1000;1277/2000;2777/4000;5777/8000;11777/16000;3/4;7/8;29/32,1,797/1000,"(71/250,-37/250,0)",180_181,
hexagonal,181,P6_422,"(19,30,13)",a_ours_in_his,92965ea970aa430a,92965ea970aa430a,12423/16000;1247/1600;3141/4000;797/1000;4/5;7/8;15/16;61/64;123/128,1,797/1000,"(62/125,-1/125,0)",180_181,
hexagonal,181,P6_422,"(19,31,14)",c_his_not_ours_P2_reproduced,,a5350e795ad47e82,,1,3497/1000,"(62/125,12/25,0)",180_181,
hexagonal,181,P6_422,"(20,31,13)",b_ours_not_his,6a892fdc51b24155,,12047/16000;6047/8000;3047/4000;1547/2000;797/1000;4/5;7/8;1;5/4;11/8;23/16;47/32;95/64,0,,,,
hexagonal,181,P6_422,"(20,32,14)",a_ours_in_his,c23407c24f02fc46,9525899c411056fa,1/2;527/1000;3/4;797/1000;4/5;7/8;1;9/8;19/16;39/32;5/4;21/16;85/64,1,3497/1000,"(123/250,123/250,1/1500)",180_181,
hexagonal,181,P6_422,"(20,33,15)",a_ours_in_his,5ecea070beaf2efa,6e1c279805390881,3/4,1,3497/1000,"(62/125,0,11/375)",180_181,
hexagonal,181,P6_422,"(21,33,14)",c_his_not_ours_P2_reproduced,,ef777e629db11061,,1,797/1000,"(109/250,-77/250,109/1500)",180_181,
hexagonal,181,P6_422,"(21,34,15)",c_his_not_ours_P2_reproduced,,52f9e465a88e02ac,,1,3497/1000,"(4/25,4/25,2/75)",180_181,
hexagonal,181,P6_422,"(22,34,14)",a_ours_in_his,6cc34ed38aa354e1;8e6a80eb6f0f31a9;c57d8f62f90c0cf0,8e6a80eb6f0f31a9,1/2;527/1000;39/64;5/8;3/4;1547/2000;533/640;67/80;7/8;127/128;1;9/8;39/32;5/4;21/16;11/8;91/64;23/16;93/64;47/32;95/64;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,-62/125,0)",180_181,
hexagonal,181,P6_422,"(22,35,15)",a_ours_in_his,257b627a90b78038;4a6f33270c17ba66;df40917011e94d04,4a6f33270c17ba66,1731/3200;4439/8000;2331/4000;1277/2000;3/4;12047/16000;6047/8000;3047/4000;49/64;1547/2000;25/32;797/1000;4/5;13/16;7/8;29/32;117/128;59/64;15/16;1;17/16;9/8;73/64;37/32;75/64;19/16;79/64;5/4;21/16;43/32;87/64;11/8;3/2;13/8;27/16;55/32;7/4;2;33/16;67/32;135/64;9/4;5/2;11/4;23/8;47/16;95/32;191/64;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,61/125,0)",180_181,
hexagonal,181,P6_422,"(23,36,15)",a_ours_in_his,4b3b208f06666863,0356e39f6df73395,3/4,1,3497/1000,"(62/125,-61/125,1/1500)",180_181,
hexagonal,181,P6_422,"(24,36,14)",b_ours_not_his,e948828e76447bbb,,97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;193/64;97/32;49/16;25/8;13/4;27729/8000;3497/1000;7/2,0,,,,
hexagonal,181,P6_422,"(24,37,15)",c_his_not_ours_P2_reproduced,,5e6e440551f01448,,1,797/1000,"(62/125,4/125,0)",180_181,
hexagonal,181,P6_422,"(24,38,16)",a_ours_in_his,96db1db2ceed20c0,96db1db2ceed20c0,1/2;527/1000;2331/4000;977/1600;5/8;1277/2000;21/32;43/64;2777/4000;5777/8000;11777/16000;3/4;25/32;51/64;797/1000;4/5;67/80;137/160;277/320;7/8;29/32;117/128;15/16;61/64;123/128;1,1,797/1000,"(89/250,-89/250,0)",180_181,
hexagonal,181,P6_422,"(25,39,16)",a_ours_in_his,ce4b84e9cad35f0a,ea936ae21d441585,3,1,7/2,"(34/125,-3/125,4/375)",180_181,
hexagonal,181,P6_422,"(26,39,15)",a_ours_in_his,59f890334e777569,59f890334e777569,1/2;527/1000;4439/8000;9101/16000;5/8;1277/2000;5331/8000;2177/3200;2777/4000;5777/8000;11777/16000;3/4;49/64,1,797/1000,"(79/250,-3/250,79/1500)",180_181,
hexagonal,181,P6_422,"(26,40,16)",c_his_not_ours_P2_reproduced,,8430e7743b5ddeed,,1,3497/1000,"(1/2,121/250,1/1500)",180_181,
hexagonal,181,P6_422,"(27,42,17)",c_his_not_ours_P2_reproduced,,ed4d1cdf15633bb1,,1,7/2,"(21/50,-33/250,3/125)",180_181,
hexagonal,181,P6_422,"(28,42,16)",a_ours_in_his,1a36f90bbc759307;2a139a0af47705e5;505a4911e298c933;5a0120ccceb4ecc4,2a139a0af47705e5,1/2;527/1000;1731/3200;4439/8000;9/16;2331/4000;19/32;9993/16000;1277/2000;11/16;3/4;12047/16000;6047/8000;3047/4000;49/64;1547/2000;25/32;797/1000;4/5;13/16;131/160;53/64;557/640;7/8;59/64;15/16;31/32;63/64;1;65/64;33/32;67/64;17/16;35/32;71/64;9/8;19/16;77/64;5/4;41/32;83/64;21/16;43/32;87/64;11/8;45/32;23/16;47/32;95/64;3/2;13/8;27/16;55/32;7/4;15/8;121/64;2;33/16;67/32;135/64;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/2,-1/50,1/25)",180_181,
hexagonal,181,P6_422,"(29,44,17)",c_his_not_ours_P2_reproduced,,548f98c25d7dd1e0,,1,1037/1000,"(46/125,26/125,1/15)",180_181,
hexagonal,181,P6_422,"(29,45,18)",c_his_not_ours_P2_reproduced,,99ef4fc6720ffa5d,,1,4/5,"(62/125,48/125,1/60)",180_181,
